def(TEST_TIME),
!def(BADRAND),
def(RELEASE_VERSION),
def(VMS),
!def(HAVE_ERF),
def(BADRAND),
def(TEST_TERMDOC),
def(PM3D),
!def(HAVE_ERFC),
def(PIPES),
(!def(MSDOS)&!def(VMS)),
!def(lint),
!def(USE_SYSTEM_TIME),
!def(LITE),
def(PIPE_IPC),
def(USE_SYSTEM_TIME),
def(USE_MOUSE),
def(__ZTC__),
def(_Windows),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
True,
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PROTOTYPES),
(def(VMS)&!def(BSD)),
def(MSDOS),
def(TEST_STRFTIME),
!def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(PROTOTYPES),
def(BITMAPDEBUG),
