(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BADRAND),
def(_Windows),
!def(lint),
def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BADRAND),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)),
(def(X11)&def(USE_MOUSE)),
!def(NO_LOCALE_H),
!def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
def(NO_LOCALE_H),
!def(BITMAPDEBUG),
!def(HAVE_ERFC),
!def(MSDOS),
True,
def(__ZTC__),
!def(USE_SYSTEM_TIME),
def(VMS),
def(USE_SYSTEM_TIME),
def(PIPES),
!def(HAVE_ERF),
def(TEST_STRFTIME),
!def(LITE),
def(TEST_TERMDOC),
def(PM3D),
def(RELEASE_VERSION),
def(PIPE_IPC),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
