def(PIPES),
!def(USE_SYSTEM_TIME),
def(USE_SYSTEM_TIME),
def(BADRAND),
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERF),
def(VMS),
(!def(MSDOS)&!def(VMS)),
def(_Windows),
def(TEST_TIME),
!def(HAVE_ERFC),
def(BITMAPDEBUG),
def(__ZTC__),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(LITE),
!def(BADRAND),
!def(BITMAPDEBUG),
def(TEST_TERMDOC),
def(MSDOS),
!def(NO_LOCALE_H),
def(TEST_STRFTIME),
def(NO_LOCALE_H),
True,
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(VMS)&!def(BSD)),
!def(MSDOS),
def(LITE),
!def(lint),
