!def(BADRAND),
(def(VMS)&!def(BSD)),
!def(HAVE_ERF),
!def(NO_LOCALE_H),
def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
def(TEST_TERMDOC),
(!def(MSDOS)&!def(VMS)),
!def(BITMAPDEBUG),
def(NO_LOCALE_H),
def(BADRAND),
def(PIPES),
!def(LITE),
def(RELEASE_VERSION),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PM3D),
(def(X11)&def(USE_MOUSE)),
(def(VMS)&!def(MSDOS)),
def(TEST_TIME),
def(TEST_STRFTIME),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(VMS),
def(BITMAPDEBUG),
!def(MSDOS),
def(PIPE_IPC),
def(__ZTC__),
True,
!def(HAVE_ERFC),
def(MSDOS),
!def(USE_SYSTEM_TIME),
!def(lint),
