def(HAVE_LOCALE_H),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
(!def(PIPE_IPC)&def(VMS)),
(def(BACKWARDS_COMPATIBLE)&def(GP_MACROS)),
def(ALLOW_DUMMY_VAR_FOR_GRAY),
!def(E_MINEXP),
(def(BACKWARDS_COMPATIBLE)&def(USE_MOUSE)),
!def(AMIGA_SC_6_1),
def(BACKWARDS_COMPATIBLE),
!def(HAVE_LOCALE_H),
!def(MSDOS),
(def(VMS)&!def(BSD)),
!def(lint),
(!def(EAM_OBJECTS)&!def(AMIGA_SC_6_1)),
!def(BACKWARDS_COMPATIBLE),
(!def(BACKWARDS_COMPATIBLE)&def(GP_MACROS)),
def(PIPES),
def(WITH_IMAGE),
(!def(MSDOS)&!def(VMS)),
(!def(BACKWARDS_COMPATIBLE)&def(USE_MOUSE)),
def(TEST_TIME),
def(EAM_HISTOGRAMS),
!def(GNUPLOT_HISTORY),
def(GP_MACROS),
True,
def(TEST_TERMDOC),
!def(VOLATILE_REFRESH),
(def(BACKWARDS_COMPATIBLE)&def(EAM_OBJECTS)),
(!def(BACKWARDS_COMPATIBLE)&!def(GNUPLOT_HISTORY)),
!def(GPLT_X11_MODE),
def(EXTENDED_COLOR_SPECS),
def(TEST_STRFTIME),
def(MSDOS),
(!def(AMIGA_SC_6_1)&!def(LITE)),
!def(BITMAPDEBUG),
def(_Windows),
(!def(PIPE_IPC)&def(__ZTC__)),
def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(EAM_OBJECTS),
!def(RELEASE_VERSION),
(def(BACKWARDS_COMPATIBLE)&!def(GNUPLOT_HISTORY)),
(!def(BACKWARDS_COMPATIBLE)&def(GNUPLOT_HISTORY)),
!def(__PUREC__),
def(USE_MOUSE),
!def(LITE),
def(AMIGA_AC_5),
(!def(AMIGA_SC_6_1)&def(USE_MOUSE)),
def(GNUPLOT_HISTORY),
def(__PUREC__),
!def(EAM_OBJECTS),
(def(VMS)&!def(MSDOS)),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BITMAPDEBUG),
def(RELEASE_VERSION),
(def(BACKWARDS_COMPATIBLE)&def(GNUPLOT_HISTORY)),
!def(EXTENDED_COLOR_SPECS),
(!def(BACKWARDS_COMPATIBLE)&def(EAM_OBJECTS)),
def(PIPE_IPC),
(!def(EAM_OBJECTS)&def(BACKWARDS_COMPATIBLE)),
def(VOLATILE_REFRESH),
