!def(HAVE_ERFC),
!def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
def(BADRAND),
def(MSDOS),
def(USE_MOUSE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
!def(RELEASE_VERSION),
def(TEST_TERMDOC),
def(PROTOTYPES),
!def(PROTOTYPES),
!def(HAVE_ERF),
def(RELEASE_VERSION),
!def(lint),
!def(MSDOS),
def(BITMAPDEBUG),
!def(BADRAND),
!def(LITE),
def(USE_SYSTEM_TIME),
def(TEST_TIME),
(!def(MSDOS)&!def(VMS)),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)),
def(PM3D),
True,
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
def(__ZTC__),
def(VMS),
def(TEST_STRFTIME),
