def(BADRAND),
def(__ZTC__),
def(TEST_TIME),
!def(lint),
!def(HAVE_ERF),
def(TEST_TERMDOC),
!def(LITE),
True,
def(NO_LOCALE_H),
def(LITE),
def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
def(_Windows),
!def(HAVE_ERFC),
def(MSDOS),
(!def(MSDOS)&!def(VMS)),
def(VMS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BITMAPDEBUG),
def(PIPES),
!def(BADRAND),
!def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
!def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(VMS)&!def(MSDOS)),
!def(NO_LOCALE_H),
(def(VMS)&!def(BSD)),
