!def(MSDOS),
def(VMS),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)),
!def(LITE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(HAVE_ERFC),
!def(lint),
def(MSDOS),
def(BITMAPDEBUG),
def(NO_LOCALE_H),
!def(BADRAND),
def(__ZTC__),
(def(VMS)&!def(BSD)),
def(LITE),
!def(NO_LOCALE_H),
def(TEST_TERMDOC),
def(BADRAND),
(!def(MSDOS)&!def(VMS)),
!def(USE_SYSTEM_TIME),
def(_Windows),
!def(BITMAPDEBUG),
True,
!def(HAVE_ERF),
def(TEST_STRFTIME),
def(USE_SYSTEM_TIME),
def(PIPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
