(def(VMS)&!def(MSDOS)),
!def(HAVE_ERFC),
!def(BITMAPDEBUG),
def(TEST_TIME),
True,
def(TEST_STRFTIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(NO_LOCALE_H),
def(PIPES),
def(BADRAND),
!def(LITE),
!def(MSDOS),
!def(BADRAND),
def(NO_LOCALE_H),
def(__ZTC__),
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
(!def(MSDOS)&!def(VMS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(_Windows),
def(MSDOS),
def(USE_SYSTEM_TIME),
!def(lint),
(def(VMS)&!def(BSD)),
def(VMS),
!def(HAVE_ERF),
