(def(VMS)&!def(MSDOS)),
def(BITMAPDEBUG),
!def(HAVE_ERF),
!def(MSDOS),
def(VMS),
def(TEST_TIME),
def(TEST_STRFTIME),
!def(BADRAND),
!def(HAVE_ERFC),
def(USE_MOUSE),
def(TEST_TERMDOC),
def(MSDOS),
True,
def(PM3D),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
def(PIPE_IPC),
def(__ZTC__),
!def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
def(RELEASE_VERSION),
!def(lint),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(_Windows),
def(BADRAND),
!def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
!def(LITE),
