def(PIPES),
def(TEST_STRFTIME),
def(TEST_TERMDOC),
(def(VMS)&!def(BSD)),
!def(USE_SYSTEM_TIME),
!def(PROTOTYPES),
!def(BITMAPDEBUG),
def(PIPE_IPC),
def(RELEASE_VERSION),
def(MSDOS),
!def(GP_ISVAR),
!def(lint),
def(VMS),
!def(LITE),
!def(MSDOS),
def(__ZTC__),
def(PM3D),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BITMAPDEBUG),
!def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
def(PROTOTYPES),
def(TEST_TIME),
def(_Windows),
True,
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(USE_MOUSE),
def(USE_SYSTEM_TIME),
