(def(VMS)&!def(MSDOS)),
def(__ZTC__),
!def(BADRAND),
!def(NO_LOCALE_H),
def(_Windows),
(!def(MSDOS)&!def(VMS)),
True,
!def(HAVE_ERFC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(LITE),
def(PM3D),
def(PIPE_IPC),
!def(USE_SYSTEM_TIME),
def(USE_SYSTEM_TIME),
def(RELEASE_VERSION),
def(BITMAPDEBUG),
(def(X11)&def(USE_MOUSE)),
!def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(HAVE_ERF),
def(TEST_TERMDOC),
def(NO_LOCALE_H),
def(BADRAND),
!def(lint),
(def(VMS)&!def(BSD)),
!def(BITMAPDEBUG),
def(PIPES),
def(MSDOS),
def(TEST_STRFTIME),
def(TEST_TIME),
!def(RELEASE_VERSION),
def(VMS),
