def(VMS),
(def(VMS)&!def(BSD)),
def(NO_LOCALE_H),
!def(BITMAPDEBUG),
(def(X11)&def(USE_MOUSE)),
def(BADRAND),
!def(RELEASE_VERSION),
!def(LITE),
def(_Windows),
!def(BADRAND),
True,
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_STRFTIME),
def(TEST_TERMDOC),
!def(NO_LOCALE_H),
!def(lint),
def(PM3D),
!def(HAVE_ERF),
def(MSDOS),
def(USE_SYSTEM_TIME),
def(__ZTC__),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
!def(USE_SYSTEM_TIME),
def(PIPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
(!def(MSDOS)&!def(VMS)),
def(TEST_TIME),
def(BITMAPDEBUG),
!def(HAVE_ERFC),
