!def(NO_LOCALE_H),
def(PIPES),
def(TEST_TIME),
!def(lint),
True,
(def(VMS)&!def(BSD)),
def(__ZTC__),
def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(MSDOS),
def(VMS),
!def(USE_SYSTEM_TIME),
!def(BADRAND),
def(_Windows),
!def(HAVE_ERFC),
def(TEST_STRFTIME),
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)),
def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BITMAPDEBUG),
def(TEST_TERMDOC),
!def(LITE),
def(BITMAPDEBUG),
def(LITE),
def(NO_LOCALE_H),
def(MSDOS),
