def(TEST_TERMDOC),
def(VMS),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
!def(NO_LOCALE_H),
def(RELEASE_VERSION),
def(MSDOS),
(def(VMS)&!def(BSD)),
!def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
(def(X11)&def(USE_MOUSE)),
!def(HAVE_ERFC),
def(__ZTC__),
!def(HAVE_ERF),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(LITE),
(def(VMS)&!def(MSDOS)),
def(NO_LOCALE_H),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BADRAND),
True,
def(PIPES),
!def(MSDOS),
!def(lint),
def(PM3D),
def(TEST_TIME),
!def(BADRAND),
def(PIPE_IPC),
def(TEST_STRFTIME),
def(_Windows),
!def(BITMAPDEBUG),
