def(EAM_OBJECTS),
!def(USE_SYSTEM_TIME),
def(GNUPLOT_HISTORY),
def(HAVE_LOCALE_H),
!def(HAVE_LOCALE_H),
def(TEST_TERMDOC),
def(OLDUNSETTICS),
!def(lint),
!def(WITH_IMAGE),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(AMIGA_AC_5),
def(EAM_DATASTRINGS),
!def(AMIGA_SC_6_1),
!def(GNUPLOT_HISTORY),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
!def(__PUREC__),
!def(OLDUNSETTICS),
(def(VMS)&!def(MSDOS)),
def(__PUREC__),
(!def(AMIGA_SC_6_1)&def(USE_MOUSE)),
(def(VMS)&!def(BSD)),
def(WITH_IMAGE),
def(PM3D),
!def(BINARY_DATA_FILE),
!def(MSDOS),
def(BINARY_DATA_FILE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(LITE),
def(RELEASE_VERSION),
def(BACKWARDS_COMPATIBLE),
def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
def(MSDOS),
def(PIPE_IPC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(EXTENDED_COLOR_SPECS),
def(USE_MOUSE),
def(TEST_STRFTIME),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(GP_STRING_VARS),
def(_Windows),
True,
def(TEST_TIME),
def(GP_MACROS),
def(EAM_HISTOGRAMS),
def(PIPES),
def(EXTENDED_COLOR_SPECS),
!def(RELEASE_VERSION),
def(BITMAPDEBUG),
!def(BITMAPDEBUG),
!def(EAM_HISTOGRAMS),
!def(GPLT_X11_MODE),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
!def(GP_STRING_VARS),
(!def(AMIGA_SC_6_1)&!def(LITE)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
(!def(PIPE_IPC)&def(VMS)),
(!def(PIPE_IPC)&def(__ZTC__)),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)&def(EAM_DATASTRINGS)),
