def(GP_MACROS),
def(__PUREC__),
!def(GPLT_X11_MODE),
!def(EXTENDED_COLOR_SPECS),
def(USE_MOUSE),
(def(VMS)&!def(BSD)),
def(BACKWARDS_COMPATIBLE),
def(HAVE_LOCALE_H),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)),
def(PM3D),
def(GNUPLOT_HISTORY),
!def(MSDOS),
def(AMIGA_AC_5),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(MSDOS),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
def(TEST_STRFTIME),
(!def(PIPE_IPC)&def(__ZTC__)),
(def(VMS)&!def(MSDOS)),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
(!def(PIPE_IPC)&def(VMS)),
def(TEST_TIME),
def(GP_STRING_VARS),
def(EXTENDED_COLOR_SPECS),
def(_Windows),
def(USE_SYSTEM_TIME),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(OLDUNSETTICS),
!def(BINARY_DATA_FILE),
(!def(AMIGA_SC_6_1)&!def(LITE)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
!def(LITE),
(!def(MSDOS)&!def(VMS)),
def(WITH_IMAGE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(EAM_HISTOGRAMS),
def(EAM_HISTOGRAMS),
!def(RELEASE_VERSION),
!def(HAVE_LOCALE_H),
!def(USE_SYSTEM_TIME),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)&def(EAM_DATASTRINGS)),
def(BINARY_DATA_FILE),
(!def(AMIGA_SC_6_1)&def(USE_MOUSE)),
def(BITMAPDEBUG),
!def(WITH_IMAGE),
def(PIPES),
True,
!def(AMIGA_SC_6_1),
def(RELEASE_VERSION),
!def(lint),
!def(BITMAPDEBUG),
def(EAM_DATASTRINGS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(OLDUNSETTICS),
!def(GP_STRING_VARS),
def(PIPE_IPC),
def(EAM_OBJECTS),
def(TEST_TERMDOC),
!def(GNUPLOT_HISTORY),
!def(__PUREC__),
