!def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(VMS),
!def(BITMAPDEBUG),
!def(LITE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(HAVE_ERFC),
def(TEST_TERMDOC),
!def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
!def(BADRAND),
def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERF),
def(BITMAPDEBUG),
def(TEST_TIME),
True,
def(PIPES),
def(BADRAND),
def(_Windows),
def(PM3D),
def(NO_LOCALE_H),
def(TEST_STRFTIME),
def(__ZTC__),
!def(MSDOS),
!def(NO_LOCALE_H),
!def(lint),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)),
def(MSDOS),
def(USE_SYSTEM_TIME),
