(def(VMS)&!def(BSD)),
!def(lint),
def(TEST_STRFTIME),
def(VMS),
def(TEST_TIME),
!def(HAVE_ERFC),
def(__ZTC__),
!def(BADRAND),
!def(MSDOS),
def(NO_LOCALE_H),
def(LITE),
(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERF),
True,
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(BITMAPDEBUG),
def(TEST_TERMDOC),
def(USE_SYSTEM_TIME),
!def(NO_LOCALE_H),
def(_Windows),
def(MSDOS),
def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPES),
!def(LITE),
def(BADRAND),
(def(VMS)&!def(MSDOS)),
