def(VMS),
!def(LITE),
def(BITMAPDEBUG),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
!def(lint),
!def(MSDOS),
!def(USE_SYSTEM_TIME),
!def(NO_LOCALE_H),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(MSDOS),
!def(HAVE_ERF),
def(BADRAND),
def(__ZTC__),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)),
def(_Windows),
def(NO_LOCALE_H),
True,
def(TEST_TERMDOC),
def(PIPES),
!def(HAVE_ERFC),
def(TEST_STRFTIME),
!def(BADRAND),
def(TEST_TIME),
