(def(VMS)&!def(MSDOS)),
!def(USE_SYSTEM_TIME),
def(BADRAND),
def(PIPES),
!def(MSDOS),
def(USE_SYSTEM_TIME),
def(VMS),
!def(HAVE_ERFC),
def(__ZTC__),
True,
def(RELEASE_VERSION),
!def(HAVE_ERF),
def(TEST_TIME),
def(TEST_STRFTIME),
(!def(MSDOS)&!def(VMS)),
!def(RELEASE_VERSION),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BITMAPDEBUG),
def(PIPE_IPC),
def(TEST_TERMDOC),
(def(X11)&def(USE_MOUSE)),
def(PM3D),
def(MSDOS),
def(NO_LOCALE_H),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(_Windows),
!def(lint),
!def(LITE),
!def(BADRAND),
(def(VMS)&!def(BSD)),
!def(NO_LOCALE_H),
