def(TEST_TERMDOC),
!def(lint),
(!def(MSDOS)&!def(VMS)),
def(__ZTC__),
(def(VMS)&!def(MSDOS)),
True,
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PROTOTYPES),
def(PIPE_IPC),
def(PIPES),
def(PM3D),
def(BITMAPDEBUG),
def(_Windows),
def(TEST_TIME),
def(RELEASE_VERSION),
!def(RELEASE_VERSION),
def(MSDOS),
!def(LITE),
!def(USE_SYSTEM_TIME),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
def(VMS),
!def(MSDOS),
!def(PROTOTYPES),
(def(VMS)&!def(BSD)),
!def(GP_ISVAR),
def(USE_MOUSE),
def(TEST_STRFTIME),
