def(MSDOS),
!def(MSDOS),
def(BADRAND),
def(PIPES),
def(USE_MOUSE),
def(_Windows),
!def(lint),
def(__ZTC__),
!def(HAVE_ERFC),
!def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(LITE),
def(PIPE_IPC),
(!def(MSDOS)&!def(VMS)),
def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
def(VMS),
!def(RELEASE_VERSION),
True,
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BITMAPDEBUG),
def(PM3D),
def(TEST_TIME),
!def(BADRAND),
def(USE_SYSTEM_TIME),
!def(USE_SYSTEM_TIME),
def(NO_LOCALE_H),
def(TEST_TERMDOC),
def(TEST_STRFTIME),
!def(HAVE_ERF),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)),
