def(_Windows),
def(__ZTC__),
def(USE_MOUSE),
!def(LITE),
!def(HAVE_ERF),
def(TEST_TERMDOC),
def(TEST_STRFTIME),
def(USE_SYSTEM_TIME),
!def(USE_SYSTEM_TIME),
def(RELEASE_VERSION),
!def(BITMAPDEBUG),
True,
!def(lint),
def(VMS),
!def(HAVE_ERFC),
def(PM3D),
(!def(MSDOS)&!def(VMS)),
def(TEST_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BADRAND),
!def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)),
def(PIPES),
def(MSDOS),
!def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BITMAPDEBUG),
def(PIPE_IPC),
!def(BADRAND),
