!def(lint),
def(TEST_TIME),
def(TEST_TERMDOC),
(!def(MSDOS)&!def(VMS)),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
def(_Windows),
def(USE_SYSTEM_TIME),
def(MSDOS),
def(BADRAND),
def(NO_LOCALE_H),
!def(MSDOS),
!def(HAVE_ERFC),
def(__ZTC__),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(VMS),
!def(LITE),
!def(NO_LOCALE_H),
def(PIPES),
True,
!def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(HAVE_ERF),
!def(BADRAND),
