def(BITMAPDEBUG),
!def(BITMAPDEBUG),
def(TEST_STRFTIME),
(!def(MSDOS)&!def(VMS)),
def(NO_LOCALE_H),
!def(lint),
def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(__ZTC__),
!def(BADRAND),
!def(HAVE_ERF),
def(PIPES),
(def(X11)&def(USE_MOUSE)),
def(PM3D),
!def(NO_LOCALE_H),
def(MSDOS),
!def(USE_SYSTEM_TIME),
!def(LITE),
def(VMS),
!def(HAVE_ERFC),
(def(VMS)&!def(BSD)),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)),
def(_Windows),
def(RELEASE_VERSION),
True,
def(TEST_TIME),
!def(MSDOS),
def(TEST_TERMDOC),
def(BADRAND),
