!def(HAVE_ERF),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)),
(!def(MSDOS)&!def(VMS)),
!def(NO_LOCALE_H),
def(VMS),
def(TEST_TIME),
def(_Windows),
def(MSDOS),
True,
def(TEST_TERMDOC),
def(LITE),
!def(USE_SYSTEM_TIME),
def(BITMAPDEBUG),
def(BADRAND),
!def(MSDOS),
!def(lint),
def(TEST_STRFTIME),
!def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(NO_LOCALE_H),
!def(HAVE_ERFC),
!def(LITE),
!def(BADRAND),
def(__ZTC__),
def(USE_SYSTEM_TIME),
def(PIPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
