def(MSDOS),
(def(VMS)&!def(MSDOS)),
!def(NO_LOCALE_H),
def(__ZTC__),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(RELEASE_VERSION),
def(_Windows),
def(USE_SYSTEM_TIME),
def(TEST_TIME),
!def(BITMAPDEBUG),
def(PIPES),
(def(VMS)&!def(BSD)),
def(TEST_STRFTIME),
!def(RELEASE_VERSION),
def(PIPE_IPC),
def(NO_LOCALE_H),
!def(BADRAND),
def(PM3D),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(!def(MSDOS)&!def(VMS)),
True,
def(USE_MOUSE),
!def(USE_SYSTEM_TIME),
!def(LITE),
!def(HAVE_ERFC),
!def(HAVE_ERF),
def(BADRAND),
def(BITMAPDEBUG),
!def(MSDOS),
def(VMS),
!def(lint),
