!def(HAVE_ERF),
def(TEST_STRFTIME),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(USE_SYSTEM_TIME),
def(MSDOS),
(!def(MSDOS)&!def(VMS)),
!def(NO_LOCALE_H),
!def(HAVE_ERFC),
def(LITE),
def(TEST_TERMDOC),
True,
!def(BITMAPDEBUG),
def(PIPES),
!def(LITE),
(def(VMS)&!def(MSDOS)),
!def(BADRAND),
!def(USE_SYSTEM_TIME),
def(NO_LOCALE_H),
def(BITMAPDEBUG),
!def(MSDOS),
(def(VMS)&!def(BSD)),
def(__ZTC__),
!def(lint),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(VMS),
def(TEST_TIME),
def(BADRAND),
