!def(USE_SYSTEM_TIME),
def(TEST_TIME),
!def(BITMAPDEBUG),
!def(LITE),
def(BITMAPDEBUG),
def(BADRAND),
def(USE_SYSTEM_TIME),
def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_STRFTIME),
def(TEST_TERMDOC),
def(__ZTC__),
def(_Windows),
True,
!def(HAVE_ERFC),
!def(MSDOS),
(def(VMS)&!def(MSDOS)),
!def(BADRAND),
def(RELEASE_VERSION),
def(PIPE_IPC),
def(USE_MOUSE),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(BSD)),
def(VMS),
def(PM3D),
!def(lint),
def(PIPES),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(HAVE_ERF),
