def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
def(PM3D),
def(BITMAPDEBUG),
def(USE_MOUSE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(lint),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
def(TEST_TIME),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
!def(LITE),
def(EAM_HISTOGRAMS),
def(USE_SYSTEM_TIME),
def(BINARY_DATA_FILE),
!def(EAM_HISTOGRAMS),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
def(TEST_STRFTIME),
def(PIPE_IPC),
!def(USE_SYSTEM_TIME),
def(MSDOS),
(!def(MSDOS)&!def(VMS)),
(!def(APOLLO)&def(GP_STRING_VARS)),
(!def(PIPE_IPC)&def(__ZTC__)),
(def(VMS)&!def(BSD)),
def(AMIGA_AC_5),
def(__PUREC__),
!def(__PUREC__),
True,
(def(VMS)&!def(MSDOS)),
def(GP_STRING_VARS),
(!def(PIPE_IPC)&def(VMS)),
def(EAM_DATASTRINGS),
!def(BITMAPDEBUG),
!def(RELEASE_VERSION),
!def(BINARY_DATA_FILE),
def(RELEASE_VERSION),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(GP_MACROS),
!def(AMIGA_SC_6_1),
def(_Windows),
!def(MSDOS),
