!def(LITE),
def(_Windows),
!def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
def(BADRAND),
!def(USE_SYSTEM_TIME),
def(NO_LOCALE_H),
def(BITMAPDEBUG),
!def(lint),
def(TEST_STRFTIME),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
def(USE_MOUSE),
!def(BADRAND),
!def(MSDOS),
def(__ZTC__),
(def(VMS)&!def(BSD)),
def(PIPES),
!def(HAVE_ERFC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PM3D),
def(TEST_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TERMDOC),
def(VMS),
!def(NO_LOCALE_H),
def(PIPE_IPC),
True,
def(MSDOS),
!def(HAVE_ERF),
