def(PIPES),
def(MSDOS),
def(__ZTC__),
def(NO_LOCALE_H),
!def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
def(BADRAND),
!def(MSDOS),
def(_Windows),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERFC),
(def(VMS)&!def(BSD)),
!def(lint),
def(TEST_STRFTIME),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(MSDOS)&!def(VMS)),
True,
!def(HAVE_ERF),
def(VMS),
!def(LITE),
def(USE_SYSTEM_TIME),
!def(NO_LOCALE_H),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BADRAND),
def(TEST_TIME),
