def(PIPES),
def(_Windows),
def(TEST_STRFTIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(MSDOS),
!def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BITMAPDEBUG),
!def(BADRAND),
def(PM3D),
def(__ZTC__),
(def(VMS)&!def(MSDOS)),
def(PIPE_IPC),
def(USE_MOUSE),
def(BADRAND),
!def(HAVE_ERF),
def(RELEASE_VERSION),
def(TEST_TERMDOC),
!def(NO_LOCALE_H),
!def(RELEASE_VERSION),
def(NO_LOCALE_H),
def(TEST_TIME),
def(MSDOS),
(!def(MSDOS)&!def(VMS)),
!def(BITMAPDEBUG),
def(VMS),
True,
!def(LITE),
!def(HAVE_ERFC),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
!def(lint),
