def(_Windows),
def(BITMAPDEBUG),
def(TEST_TIME),
!def(RELEASE_VERSION),
def(TEST_STRFTIME),
def(PM3D),
def(PIPES),
!def(LITE),
def(__ZTC__),
!def(lint),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)),
!def(BITMAPDEBUG),
def(USE_SYSTEM_TIME),
!def(NO_LOCALE_H),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(BSD)),
def(TEST_TERMDOC),
!def(HAVE_ERF),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(USE_SYSTEM_TIME),
!def(HAVE_ERFC),
(!def(MSDOS)&!def(VMS)),
def(VMS),
def(MSDOS),
!def(BADRAND),
!def(MSDOS),
def(NO_LOCALE_H),
def(BADRAND),
True,
def(USE_MOUSE),
