def(RELEASE_VERSION),
def(TEST_STRFTIME),
def(_Windows),
def(USE_SYSTEM_TIME),
!def(HAVE_ERF),
def(BADRAND),
def(PROTOTYPES),
def(PM3D),
!def(BITMAPDEBUG),
def(VMS),
True,
def(MSDOS),
!def(MSDOS),
def(__ZTC__),
def(USE_MOUSE),
!def(PROTOTYPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(MSDOS)&!def(VMS)),
!def(RELEASE_VERSION),
def(TEST_TERMDOC),
!def(HAVE_ERFC),
!def(USE_SYSTEM_TIME),
!def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)),
!def(LITE),
def(PIPE_IPC),
(def(VMS)&!def(BSD)),
def(BITMAPDEBUG),
!def(lint),
def(PIPES),
