def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
!def(LITE),
def(PIPES),
!def(lint),
!def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(MSDOS),
!def(BADRAND),
def(TEST_STRFTIME),
def(NO_LOCALE_H),
def(BADRAND),
!def(RELEASE_VERSION),
def(TEST_TERMDOC),
True,
!def(HAVE_ERF),
!def(HAVE_ERFC),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(USE_SYSTEM_TIME),
def(MSDOS),
!def(NO_LOCALE_H),
def(VMS),
def(__ZTC__),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)),
def(TEST_TIME),
(def(VMS)&!def(BSD)),
