(def(VMS)&!def(MSDOS)),
!def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
!def(BADRAND),
def(TEST_TIME),
!def(PROTOTYPES),
def(USE_SYSTEM_TIME),
def(RELEASE_VERSION),
!def(RELEASE_VERSION),
def(VMS),
!def(MSDOS),
def(USE_MOUSE),
def(PM3D),
!def(LITE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
def(MSDOS),
def(_Windows),
def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(lint),
def(BITMAPDEBUG),
!def(HAVE_ERFC),
def(PROTOTYPES),
def(PIPES),
(def(VMS)&!def(BSD)),
!def(HAVE_ERF),
def(__ZTC__),
def(TEST_STRFTIME),
def(PIPE_IPC),
True,
!def(BITMAPDEBUG),
