def(PIPES),
(!def(MSDOS)&!def(VMS)),
def(PIPE_IPC),
def(TEST_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(MSDOS),
!def(LITE),
!def(BITMAPDEBUG),
def(__ZTC__),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
True,
!def(lint),
!def(USE_SYSTEM_TIME),
def(VMS),
def(RELEASE_VERSION),
def(NO_LOCALE_H),
def(TEST_TERMDOC),
def(BADRAND),
def(_Windows),
!def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
(def(X11)&def(USE_MOUSE)),
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)),
def(USE_SYSTEM_TIME),
def(MSDOS),
!def(NO_LOCALE_H),
!def(HAVE_ERFC),
def(PM3D),
def(BITMAPDEBUG),
def(TEST_STRFTIME),
!def(BADRAND),
