def(BADRAND),
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERFC),
def(NO_LOCALE_H),
!def(BITMAPDEBUG),
def(_Windows),
(!def(MSDOS)&!def(VMS)),
def(RELEASE_VERSION),
def(PIPES),
def(PM3D),
(def(VMS)&!def(BSD)),
(def(X11)&def(USE_MOUSE)),
def(PIPE_IPC),
def(VMS),
!def(lint),
def(TEST_TERMDOC),
!def(USE_SYSTEM_TIME),
def(__ZTC__),
!def(MSDOS),
!def(RELEASE_VERSION),
def(USE_SYSTEM_TIME),
!def(LITE),
!def(HAVE_ERF),
!def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TIME),
def(MSDOS),
def(TEST_STRFTIME),
!def(BADRAND),
def(BITMAPDEBUG),
True,
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
