def(__PUREC__),
def(_Windows),
(def(VMS)&!def(MSDOS)),
(!def(APOLLO)&def(GP_STRING_VARS)),
def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
(!def(PIPE_IPC)&def(VMS)),
def(PIPES),
def(GP_STRING_VARS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
!def(MSDOS),
!def(EAM_HISTOGRAMS),
def(TEST_TIME),
(!def(PIPE_IPC)&def(__ZTC__)),
!def(lint),
!def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
!def(LITE),
def(RELEASE_VERSION),
def(BINARY_DATA_FILE),
!def(__PUREC__),
def(PM3D),
def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
def(EAM_HISTOGRAMS),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
def(EAM_DATASTRINGS),
!def(AMIGA_SC_6_1),
def(PIPE_IPC),
!def(BINARY_DATA_FILE),
True,
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
def(GP_MACROS),
!def(RELEASE_VERSION),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(MSDOS),
def(USE_MOUSE),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(AMIGA_AC_5),
!def(BITMAPDEBUG),
