def(PM3D),
!def(BADRAND),
def(TEST_TERMDOC),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(MSDOS)&!def(VMS)),
def(PIPES),
def(__ZTC__),
!def(LITE),
def(BADRAND),
def(TEST_TIME),
def(TEST_STRFTIME),
!def(MSDOS),
!def(lint),
!def(HAVE_ERF),
def(NO_LOCALE_H),
(def(X11)&def(USE_MOUSE)),
def(VMS),
(def(VMS)&!def(BSD)),
def(BITMAPDEBUG),
!def(RELEASE_VERSION),
def(RELEASE_VERSION),
def(_Windows),
True,
!def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
!def(NO_LOCALE_H),
!def(HAVE_ERFC),
def(MSDOS),
def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
