def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
def(_Windows),
def(PM3D),
def(TEST_TERMDOC),
!def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
!def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_STRFTIME),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)),
True,
def(PIPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PROTOTYPES),
!def(LITE),
def(RELEASE_VERSION),
def(MSDOS),
!def(PROTOTYPES),
def(VMS),
def(__ZTC__),
def(USE_MOUSE),
!def(RELEASE_VERSION),
def(PIPE_IPC),
!def(GP_ISVAR),
(!def(MSDOS)&!def(VMS)),
!def(lint),
def(TEST_TIME),
