!def(LITE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(MSDOS),
def(MSDOS),
!def(HAVE_ERFC),
def(NO_LOCALE_H),
True,
def(TEST_STRFTIME),
def(BADRAND),
(def(X11)&def(USE_MOUSE)),
def(RELEASE_VERSION),
def(VMS),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
!def(BADRAND),
(def(VMS)&!def(MSDOS)),
def(PIPES),
def(BITMAPDEBUG),
def(PIPE_IPC),
!def(NO_LOCALE_H),
def(__ZTC__),
!def(HAVE_ERF),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PM3D),
(!def(MSDOS)&!def(VMS)),
!def(RELEASE_VERSION),
!def(lint),
def(_Windows),
def(TEST_TIME),
def(TEST_TERMDOC),
