(def(VMS)&!def(MSDOS)),
(!def(MSDOS)&!def(VMS)),
True,
def(BADRAND),
!def(USE_SYSTEM_TIME),
def(__ZTC__),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(RELEASE_VERSION),
def(NO_LOCALE_H),
def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BITMAPDEBUG),
def(PM3D),
!def(HAVE_ERFC),
(def(VMS)&!def(BSD)),
!def(LITE),
def(VMS),
!def(HAVE_ERF),
!def(MSDOS),
def(TEST_TIME),
def(_Windows),
def(BITMAPDEBUG),
!def(lint),
(def(X11)&def(USE_MOUSE)),
!def(RELEASE_VERSION),
def(MSDOS),
def(PIPES),
!def(BADRAND),
def(PIPE_IPC),
!def(NO_LOCALE_H),
