def(__ZTC__),
(def(VMS)&!def(MSDOS)),
def(PIPE_IPC),
def(BADRAND),
def(PIPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(lint),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(MSDOS),
def(PM3D),
!def(MSDOS),
!def(BADRAND),
def(_Windows),
def(TEST_TIME),
(!def(MSDOS)&!def(VMS)),
def(USE_MOUSE),
!def(RELEASE_VERSION),
def(TEST_STRFTIME),
(def(VMS)&!def(BSD)),
def(BITMAPDEBUG),
def(VMS),
!def(LITE),
True,
!def(BITMAPDEBUG),
!def(HAVE_ERF),
def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
def(USE_SYSTEM_TIME),
!def(HAVE_ERFC),
def(TEST_TERMDOC),
