(def(VMS)&!def(MSDOS)),
(!def(MSDOS)&!def(VMS)),
!def(NO_LOCALE_H),
(def(VMS)&!def(BSD)),
!def(MSDOS),
def(PIPE_IPC),
def(TEST_TIME),
(def(X11)&def(USE_MOUSE)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(HAVE_ERFC),
def(BADRAND),
def(BITMAPDEBUG),
def(USE_SYSTEM_TIME),
!def(USE_SYSTEM_TIME),
def(VMS),
def(TEST_STRFTIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TERMDOC),
def(__ZTC__),
!def(BITMAPDEBUG),
def(RELEASE_VERSION),
!def(LITE),
def(PM3D),
def(_Windows),
!def(RELEASE_VERSION),
def(NO_LOCALE_H),
!def(lint),
def(MSDOS),
True,
!def(HAVE_ERF),
!def(BADRAND),
def(PIPES),
