def(HAVE_LOCALE_H),
def(ALLOW_DUMMY_VAR_FOR_GRAY),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
def(BACKWARDS_COMPATIBLE),
!def(EXTENDED_COLOR_SPECS),
def(EAM_HISTOGRAMS),
(!def(EAM_OBJECTS)&!def(AMIGA_SC_6_1)),
(!def(BACKWARDS_COMPATIBLE)&def(EAM_OBJECTS)),
def(__PUREC__),
(!def(PIPE_IPC)&def(VMS)),
(def(BACKWARDS_COMPATIBLE)&!def(GNUPLOT_HISTORY)),
(!def(AMIGA_SC_6_1)&def(USE_MOUSE)),
(!def(EAM_OBJECTS)&def(BACKWARDS_COMPATIBLE)),
!def(GPLT_X11_MODE),
!def(HAVE_LOCALE_H),
!def(E_MINEXP),
def(GP_MACROS),
def(USE_SYSTEM_TIME),
!def(BACKWARDS_COMPATIBLE),
(!def(BACKWARDS_COMPATIBLE)&def(GNUPLOT_HISTORY)),
def(TEST_STRFTIME),
(!def(BACKWARDS_COMPATIBLE)&def(GP_MACROS)),
(def(BACKWARDS_COMPATIBLE)&def(EAM_OBJECTS)),
(!def(MSDOS)&!def(VMS)),
def(EXTENDED_COLOR_SPECS),
def(GNUPLOT_HISTORY),
def(PIPES),
(!def(BACKWARDS_COMPATIBLE)&def(USE_MOUSE)),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)),
!def(HAVE_GD_PNG),
def(_Windows),
!def(AMIGA_SC_6_1),
def(PIPE_IPC),
def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
!def(LITE),
(!def(PIPE_IPC)&def(__ZTC__)),
def(VOLATILE_REFRESH),
def(MSDOS),
(def(BACKWARDS_COMPATIBLE)&def(GNUPLOT_HISTORY)),
!def(lint),
def(AMIGA_AC_5),
(!def(AMIGA_SC_6_1)&!def(LITE)),
True,
def(EAM_OBJECTS),
!def(BITMAPDEBUG),
!def(MSDOS),
(!def(BACKWARDS_COMPATIBLE)&!def(GNUPLOT_HISTORY)),
!def(__PUREC__),
!def(USE_SYSTEM_TIME),
!def(VOLATILE_REFRESH),
(def(BACKWARDS_COMPATIBLE)&def(GP_MACROS)),
!def(EAM_OBJECTS),
!def(RELEASE_VERSION),
!def(GNUPLOT_HISTORY),
(def(BACKWARDS_COMPATIBLE)&def(USE_MOUSE)),
def(BITMAPDEBUG),
def(USE_MOUSE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
