def(GP_STRING_VARS),
def(USE_SYSTEM_TIME),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(__PUREC__),
(!def(PIPE_IPC)&def(__ZTC__)),
!def(AMIGA_SC_6_1),
(!def(MSDOS)&!def(VMS)),
!def(LITE),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
!def(BITMAPDEBUG),
def(PM3D),
def(USE_MOUSE),
(def(VMS)&!def(MSDOS)),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
!def(__PUREC__),
def(RELEASE_VERSION),
True,
!def(EAM_HISTOGRAMS),
(!def(APOLLO)&def(GP_STRING_VARS)),
(def(VMS)&!def(BSD)),
def(BITMAPDEBUG),
def(TEST_TERMDOC),
def(BINARY_DATA_FILE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
!def(USE_SYSTEM_TIME),
(!def(PIPE_IPC)&def(VMS)),
def(EAM_DATASTRINGS),
def(AMIGA_AC_5),
!def(RELEASE_VERSION),
def(GP_MACROS),
!def(MSDOS),
def(TEST_STRFTIME),
def(TEST_TIME),
def(_Windows),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(MSDOS),
!def(lint),
def(PIPES),
def(EAM_HISTOGRAMS),
!def(BINARY_DATA_FILE),
