def(USE_MOUSE),
def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
!def(RELEASE_VERSION),
def(MSDOS),
!def(MSDOS),
!def(USE_SYSTEM_TIME),
!def(PROTOTYPES),
!def(LITE),
def(PROTOTYPES),
!def(BITMAPDEBUG),
def(TEST_STRFTIME),
def(PIPES),
(def(VMS)&!def(MSDOS)),
!def(GP_ISVAR),
def(_Windows),
def(VMS),
def(TEST_TIME),
(!def(MSDOS)&!def(VMS)),
True,
def(BITMAPDEBUG),
def(PIPE_IPC),
def(PM3D),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
def(__ZTC__),
!def(lint),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
