(def(VMS)&!def(MSDOS)),
!def(MSDOS),
def(__ZTC__),
def(PIPES),
!def(BADRAND),
!def(USE_SYSTEM_TIME),
def(_Windows),
True,
!def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
def(BITMAPDEBUG),
!def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(NO_LOCALE_H),
!def(NO_LOCALE_H),
!def(HAVE_ERF),
def(RELEASE_VERSION),
def(VMS),
def(TEST_STRFTIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BADRAND),
(!def(MSDOS)&!def(VMS)),
!def(lint),
def(TEST_TERMDOC),
def(MSDOS),
def(TEST_TIME),
def(USE_SYSTEM_TIME),
!def(HAVE_ERFC),
!def(LITE),
