def(TEST),
def(TEST_TIME),
def(BADRAND),
def(_Windows),
def(VMS),
(def(__TURBOC__)&!def(__ZTC__)&!def(_Windows)),
!def(LITE),
True,
!def(SYSTEM_TIME),
def(SYSTEM_TIME),
!def(BADRAND),
def(unix),
!def(NO_LOCALE_H),
!def(HAVE_ERF),
!def(MSDOS),
!def(OSK),
def(LITE),
def(HAVE_SYS_UTSNAME_H),
!def(lint),
def(TEST_STRFTIME),
def(NO_LOCALE_H),
