(!def(AMIGA_SC_6_1)&def(USE_MOUSE)),
def(PIPE_IPC),
def(BACKWARDS_COMPATIBLE),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(EAM_OBJECTS),
def(GP_MACROS),
!def(EXTENDED_COLOR_SPECS),
!def(GP_STRING_VARS),
!def(BITMAPDEBUG),
def(USE_MOUSE),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
!def(lint),
def(TEST_TERMDOC),
def(TEST_TIME),
def(EAM_DATASTRINGS),
(!def(PIPE_IPC)&def(__ZTC__)),
def(MSDOS),
!def(__PUREC__),
def(AMIGA_AC_5),
!def(GPLT_X11_MODE),
def(GNUPLOT_HISTORY),
def(_Windows),
(def(VMS)&!def(BSD)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
def(GP_STRING_VARS),
def(EXTENDED_COLOR_SPECS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(__PUREC__),
def(BINARY_DATA_FILE),
(!def(AMIGA_SC_6_1)&!def(LITE)),
!def(BINARY_DATA_FILE),
def(TEST_STRFTIME),
(!def(PIPE_IPC)&def(VMS)),
(def(VMS)&!def(MSDOS)),
!def(EAM_HISTOGRAMS),
def(USE_SYSTEM_TIME),
!def(MSDOS),
def(HAVE_LOCALE_H),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(OLDUNSETTICS),
!def(RELEASE_VERSION),
def(WITH_IMAGE),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
!def(WITH_IMAGE),
def(PIPES),
!def(OLDUNSETTICS),
!def(USE_SYSTEM_TIME),
def(PM3D),
def(EAM_HISTOGRAMS),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)),
!def(GNUPLOT_HISTORY),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
!def(HAVE_LOCALE_H),
def(RELEASE_VERSION),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)&def(EAM_DATASTRINGS)),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
!def(AMIGA_SC_6_1),
!def(LITE),
True,
