!def(HAVE_ERFC),
True,
!def(LITE),
!def(lint),
def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
def(_Windows),
def(TEST_STRFTIME),
def(USE_MOUSE),
!def(NO_LOCALE_H),
def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPE_IPC),
def(VMS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(RELEASE_VERSION),
def(MSDOS),
!def(MSDOS),
def(PM3D),
!def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)),
def(TEST_TERMDOC),
def(NO_LOCALE_H),
!def(BADRAND),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
def(PIPES),
def(__ZTC__),
def(USE_SYSTEM_TIME),
!def(HAVE_ERF),
