(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
(def(VMS)&!def(BSD)),
!def(PROTOTYPES),
(!def(MSDOS)&!def(VMS)),
def(PIPE_IPC),
def(BADRAND),
def(USE_MOUSE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(MSDOS),
def(PIPES),
def(PM3D),
def(VMS),
def(__ZTC__),
def(TEST_TIME),
True,
def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
def(TEST_STRFTIME),
!def(LITE),
!def(HAVE_ERF),
def(_Windows),
def(RELEASE_VERSION),
!def(lint),
!def(HAVE_ERFC),
def(PROTOTYPES),
!def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
!def(MSDOS),
!def(BADRAND),
def(BITMAPDEBUG),
