def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
def(BADRAND),
def(USE_MOUSE),
!def(lint),
!def(PROTOTYPES),
def(PIPE_IPC),
!def(HAVE_ERF),
True,
!def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
!def(LITE),
!def(HAVE_ERFC),
(def(VMS)&!def(MSDOS)),
def(TEST_STRFTIME),
def(_Windows),
def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
def(PROTOTYPES),
!def(BADRAND),
!def(RELEASE_VERSION),
def(VMS),
def(PM3D),
def(USE_SYSTEM_TIME),
def(PIPES),
def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(__ZTC__),
def(TEST_TIME),
!def(MSDOS),
def(TEST_TERMDOC),
