(def(VMS)&!def(MSDOS)),
def(BITMAPDEBUG),
!def(RELEASE_VERSION),
!def(BADRAND),
def(NO_LOCALE_H),
def(BADRAND),
def(PIPE_IPC),
def(MSDOS),
def(PM3D),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TIME),
def(RELEASE_VERSION),
def(__ZTC__),
!def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(lint),
!def(NO_LOCALE_H),
True,
!def(USE_SYSTEM_TIME),
!def(HAVE_ERF),
(def(VMS)&!def(BSD)),
!def(BITMAPDEBUG),
def(VMS),
(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERFC),
def(TEST_STRFTIME),
def(TEST_TERMDOC),
!def(LITE),
def(USE_MOUSE),
def(PIPES),
def(USE_SYSTEM_TIME),
def(_Windows),
