def(PM3D),
def(_Windows),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(BSD)),
!def(MSDOS),
!def(HAVE_ERFC),
!def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
def(RELEASE_VERSION),
def(__ZTC__),
def(VMS),
def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(USE_MOUSE),
def(TEST_STRFTIME),
!def(LITE),
def(TEST_TIME),
True,
def(TEST_TERMDOC),
!def(NO_LOCALE_H),
def(USE_SYSTEM_TIME),
def(PIPE_IPC),
!def(lint),
def(PIPES),
!def(BADRAND),
def(BADRAND),
(def(VMS)&!def(MSDOS)),
def(NO_LOCALE_H),
!def(BITMAPDEBUG),
def(BITMAPDEBUG),
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
