(!def(AMIGA_SC_6_1)&!def(PM3D)),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
!def(AMIGA_SC_6_1),
def(PM3D),
!def(MSDOS),
def(PIPES),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(GP_STRING_VARS),
(def(VMS)&!def(MSDOS)),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
def(RELEASE_VERSION),
(!def(PIPE_IPC)&def(__ZTC__)),
def(BINARY_DATA_FILE),
True,
def(TEST_TIME),
(def(VMS)&!def(BSD)),
def(PROTOTYPES),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
def(EAM_DATASTRINGS),
!def(USE_SYSTEM_TIME),
def(EAM_HISTOGRAMS),
!def(EAM_HISTOGRAMS),
!def(RELEASE_VERSION),
def(BITMAPDEBUG),
def(_Windows),
def(PIPE_IPC),
(!def(MSDOS)&!def(VMS)),
def(USE_SYSTEM_TIME),
def(MSDOS),
!def(BINARY_DATA_FILE),
def(TEST_STRFTIME),
!def(LITE),
!def(lint),
def(GP_MACROS),
def(GP_ISVAR),
!def(BITMAPDEBUG),
!def(PROTOTYPES),
def(USE_MOUSE),
(!def(PIPE_IPC)&def(VMS)),
!def(GP_ISVAR),
