def(PM3D),
!def(RELEASE_VERSION),
def(TEST_TIME),
def(BADRAND),
!def(HAVE_ERF),
def(__ZTC__),
def(TEST_TERMDOC),
def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)),
def(RELEASE_VERSION),
(def(X11)&def(USE_MOUSE)),
True,
!def(LITE),
!def(BADRAND),
def(PIPES),
def(MSDOS),
!def(lint),
!def(HAVE_ERFC),
def(_Windows),
def(PIPE_IPC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(MSDOS),
(def(VMS)&!def(BSD)),
def(TEST_STRFTIME),
def(VMS),
def(USE_SYSTEM_TIME),
!def(USE_SYSTEM_TIME),
def(BITMAPDEBUG),
!def(NO_LOCALE_H),
!def(BITMAPDEBUG),
