def(PM3D),
def(__PUREC__),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(USE_SYSTEM_TIME),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_STRFTIME),
!def(EAM_HISTOGRAMS),
def(MSDOS),
def(AMIGA_AC_5),
True,
(def(VMS)&!def(MSDOS)),
def(USE_MOUSE),
!def(USE_SYSTEM_TIME),
(!def(PIPE_IPC)&def(VMS)),
def(BINARY_DATA_FILE),
(!def(PIPE_IPC)&def(__ZTC__)),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
!def(LITE),
!def(AMIGA_SC_6_1),
!def(lint),
(!def(APOLLO)&def(GP_STRING_VARS)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
(!def(MSDOS)&!def(VMS)),
!def(BITMAPDEBUG),
!def(BINARY_DATA_FILE),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
!def(__PUREC__),
def(EAM_HISTOGRAMS),
def(TEST_TIME),
def(RELEASE_VERSION),
!def(MSDOS),
def(GP_MACROS),
def(PIPE_IPC),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
def(GP_STRING_VARS),
(def(VMS)&!def(BSD)),
def(PIPES),
def(EAM_DATASTRINGS),
def(TEST_TERMDOC),
!def(RELEASE_VERSION),
def(BITMAPDEBUG),
def(_Windows),
