def(TEST_STRFTIME),
def(BADRAND),
!def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)),
def(NO_LOCALE_H),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
True,
def(BITMAPDEBUG),
!def(RELEASE_VERSION),
def(MSDOS),
def(USE_SYSTEM_TIME),
def(PIPES),
(!def(MSDOS)&!def(VMS)),
def(TEST_TERMDOC),
def(_Windows),
def(__ZTC__),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(VMS),
!def(HAVE_ERF),
!def(BITMAPDEBUG),
!def(MSDOS),
!def(BADRAND),
!def(USE_SYSTEM_TIME),
!def(lint),
!def(HAVE_ERFC),
!def(LITE),
(def(VMS)&!def(BSD)),
def(TEST_TIME),
def(RELEASE_VERSION),
