(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(USE_SYSTEM_TIME),
!def(BADRAND),
(def(VMS)&!def(MSDOS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
def(TEST_TERMDOC),
(def(VMS)&!def(BSD)),
def(NO_LOCALE_H),
!def(NO_LOCALE_H),
!def(lint),
!def(MSDOS),
!def(BITMAPDEBUG),
def(PIPES),
!def(LITE),
def(BADRAND),
!def(USE_SYSTEM_TIME),
def(MSDOS),
def(LITE),
def(_Windows),
!def(HAVE_ERF),
def(TEST_TIME),
True,
def(VMS),
!def(HAVE_ERFC),
def(__ZTC__),
