def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
def(PIPE_IPC),
def(USE_SYSTEM_TIME),
!def(BADRAND),
!def(lint),
!def(PROTOTYPES),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_STRFTIME),
def(PIPES),
def(USE_MOUSE),
!def(USE_SYSTEM_TIME),
!def(LITE),
True,
!def(MSDOS),
def(BADRAND),
!def(HAVE_ERFC),
def(__ZTC__),
def(PM3D),
def(_Windows),
def(VMS),
!def(HAVE_ERF),
def(TEST_TIME),
def(TEST_TERMDOC),
def(PROTOTYPES),
def(MSDOS),
(def(VMS)&!def(BSD)),
!def(BITMAPDEBUG),
def(BITMAPDEBUG),
